20200311,0.04306028368794328
20200312,0.029311009174311974
20200313,0.10111823899371063
20200314,0.11412904564315357
20200315,0.0852228682170542
20200316,0.06162137096774192
20200317,0.043312171052631555
20200318,0.08085982142857139
20200319,0.11913867403314915
20200320,0.14193201970443353
20200321,0.09864480874316943
20200322,0.10049010989010991
20200323,0.08872388059701489
20200324,0.06615761589403973
20200325,0.15796686746987962
20200326,0.046323214285714266
20200327,0.0955795321637427
20200328,0.149559842519685
20200329,0.10802243589743589
20200330,0.05057307692307692
20200331,0.10519920634920636
20200401,0.08025564516129029
20200402,0.08351449275362317
20200403,0.02473949579831932
20200404,0.07373629032258065
20200405,0.055544954128440384
20200406,0.02144637681159419
20200407,0.002178947368421044
20200408,0.1165389380530973
20200409,0.10808913043478262
20200410,0.07998981481481483
20200411,0.008504724409448787
20200412,0.03347410071942447
20200413,-0.02653749999999999
20200414,0.1097782608695652
20200415,0.03444384615384615
20200416,0.0794940170940171
20200417,0.1678828571428571
20200418,0.1193849056603774
20200419,0.013407766990291258
20200420,0.11738
20200421,0.09158372093023255
20200422,0.09141792452830189
20200423,0.13772386363636363
20200424,0.13395035971223032
20200425,0.10696296296296298
20200426,0.10648349514563109
20200427,0.17057830188679243
20200428,0.0677838383838384
20200429,0.07279390243902435
20200430,0.11336666666666669
20200501,0.03259600000000002
20200502,0.12155757575757571
20200503,-0.014867605633802811
20200504,0.0228375
20200505,0.06726568627450977
20200506,-0.0019451086956522267
20200507,0.21112934782608694
